average_rating,num_pages,ratings_count,text_reviews_count,publication_month,book_age,Re_title,Re_main_author,Re_publisher
4.54,677,96,9,1,44,fire in the minds of men  origins of the revolutionary faith,james h  billington,basic books
3.79,187,11224,1249,5,20,mutant message down under,marlo morgan,harper perennial
3.81,253,305,8,11,19,mutants   masterminds  rpg,steve kenson,green ronin publishing
4.05,448,3040,200,1,19,mutants  on genetic variety and the human body,armand marie leroi,penguin books
3.75,240,697,43,5,18,the new mutants classic  vol  1,chris claremont,marvel
4.07,384,491,29,9,23,james dean  the mutant king  a biography,david dalton,chicago review press
4.03,293,77100,3112,4,20,dry,augusten burroughs,picador usa
4.29,332,792,138,11,22,yes  your teen is crazy   loving your kid without losing your mind,michael j  bradley,harbor press
3.83,336,1604,146,1,19,henry iv  part 1,william shakespeare,simon  schuster
3.8,400,692,89,1,18,henry iv  part 2,william shakespeare,simon  schuster
3.8,336,22,4,4,19,henry iv  part ii,william shakespeare,penguin uk
3.8,336,262,21,10,57,king henry iv  part 2,william shakespeare,bloomsbury arden shakespeare
3.83,432,89,11,4,21,i henry iv,william shakespeare,w  w  norton   company
3.92,236,12,1,7,37,collected plays  henry iv  the man with the flower in his mouth  right you are,luigi pirandello,riverrun press  new york  ny 
3.85,400,58,2,12,18,henry iv  parts i   ii,william shakespeare,pearson
3.6,311,6969,173,11,19,black sunday,thomas  harris,nal
3.76,564,71712,2120,5,24,hannibal  hannibal lecter   3 ,thomas  harris,arrow
3.86,460,53394,1527,4,18,velocity,dean koontz,bantam
3.84,413,30539,453,7,19,hideaway,dean koontz,berkley
4.06,384,49312,1644,9,21,lightning,dean koontz,berkley
3.76,408,17062,358,9,24,icebound,david axton,bantam
4.24,752,3336,24,7,33,the servants of twilight   darkfall   phantoms,dean koontz,wings
3.78,528,9553,167,6,31,shadow fires,leigh nichols,berkley
3.9,417,30574,519,7,20,the bad place,dean r  koontz,berkley
4.0,448,31462,833,12,26,fear nothing  moonlight bay   1 ,dean koontz,bantam books
3.95,419,24594,239,6,29,the key to midnight,dean koontz,berkley books
3.76,493,22577,448,7,18,mr  murder,dean koontz,berkley
3.94,448,61123,1047,2,22,phantoms,dean koontz,berkley
3.71,649,18747,559,4,20,the face,dean koontz,bantam
3.9,289,19637,228,2,39,shattered,dean koontz,berkley
4.04,436,65221,2345,10,24,intensity,dean koontz,bantam
3.82,386,29967,1317,5,17,the good guy,dean koontz,bantam
3.88,366,16242,298,7,28,the eyes of darkness,leigh nichols,berkley
3.95,518,32385,581,6,22,the door to december,richard paige,berkley books
3.83,499,15666,209,5,33,the servants of twilight,leigh nichols,headline feature
3.82,371,17016,364,2,17,darkfall,dean koontz,berkley
3.73,300,202,14,10,23,ghosts and grisly things,ramsey campbell,tor books
3.99,608,1541,131,11,18,shakespeare  the biography,peter ackroyd,anchor
4.31,896,91,10,8,20,the necessary shakespeare,william shakespeare,longman publishing group
4.35,288,456,27,8,23,playing shakespeare  an actor's guide,john   barton,anchor
4.0,400,340714,1942,4,18,the pelican brief,john grisham,delta
4.34,794,2023,83,10,23,the harry bosch novels  volume 1  the black echo   the black ice   the concrete blonde  harry bosch  1 3 ,michael connelly,little  brown   company
4.12,405,36333,1511,10,18,echo park  harry bosch   12  harry bosch universe   16 ,michael connelly,little  brown   company
4.18,454,33730,1309,1,24,angels flight  harry bosch   6  harry bosch universe   7 ,michael connelly,warner books  ny 
4.49,821,2026,27,11,21,the harry bosch novels  volume 2  the last coyote   trunk music   angels flight  harry bosch   4 6 ,michael connelly,little  brown and company
4.13,432,29913,1282,10,18,the closers  harry bosch   11  harry bosch universe   14 ,michael connelly,grand central publishing
4.2,510,64309,2025,7,22,the poet  jack mcevoy   1  harry bosch universe   5 ,michael connelly,grand central publishing
3.96,448,26998,828,9,21,chasing the dime,michael connelly,warner books
4.1,482,125864,3198,12,22,the black echo  harry bosch   1  harry bosch universe   1 ,michael connelly,grand central publishing
3.96,278,117,11,8,30,tales from shakespeare,charles lamb,wordsworth editions
3.83,214,13896,537,12,18,shakespeare's champion  lily bard   2 ,charlaine harris,berkley books
3.94,430,421,70,9,20,will in the world  how shakespeare became shakespeare,stephen greenblatt,w w  norton   company  ny london 
4.25,391,701,41,2,20,sonnets,william shakespeare,simon  schuster
3.87,194,12212,367,5,20,shakespeare's trollop  lily bard   4 ,charlaine harris,berkley
4.01,288,111,13,10,21,shakespeare's kitchen  renaissance recipes for the contemporary cook,francine segan,random house
4.25,583,104,6,7,24,sonnets,william shakespeare,yale university press
4.3,692,613,25,11,25,the art of shakespeare's sonnets,helen vendler,belknap press of harvard university press
4.16,375,26891,1501,1,17,hide  detective d d  warren   2 ,lisa gardner,bantam books
3.96,451,44349,1850,12,19,alone  detective d d  warren   1 ,lisa gardner,bantam
4.16,384,24599,518,1,23,the third victim  quincy   rainie   2 ,lisa gardner,bantam
4.11,150,2316,204,10,25,on becoming a novelist,john gardner,w  w  norton   company
4.0,224,5019,408,6,33,the art of fiction  notes on craft for young writers,john gardner,vintage
3.88,399,843,61,10,19,october light,john gardner,new directions
3.82,176,49,8,4,29,excellence,john w  gardner,w  w  norton  company
4.0,156,0,0,4,33,conversations with bernard malamud  literary conversations ,j  michael lennon,university press of mississippi
4.36,688,66382,109,10,20,essential tales and poems,edgar allan poe,barnes  noble classics
4.35,488,168,12,11,29,the complete stories,franz kafka,schocken books
3.95,167,529,37,8,35,the sons,franz kafka,schocken
4.03,191,132,19,9,20,the metamorphosis and other stories,franz kafka,barnes  noble classics
4.03,227,61,6,12,31,the metamorphosis and other stories,franz kafka,scribner book company
3.72,371,1399,49,3,34,metamorphosis  star trek  the next generation ,jean lorrah,pocket books
3.89,96,475,23,12,30,lolita,richard corliss,british film institute
3.87,240,281,18,8,27,lolita  the screenplay,vladimir nabokov,vintage
3.89,335,1965,295,3,31,lolita,vladimir nabokov,everyman's library
4.09,313,282,37,1,23,mysteries,knut hamsun,penguin classics
4.05,134,28153,1372,11,21,hunger,knut hamsun,dover publications
3.74,155,47,7,10,30,victoria,knut hamsun,sun   moon press
3.96,164,696,25,4,23,the wanderer,knut hamsun,condor books
3.9,181,5833,255,9,26,pan,knut hamsun,penguin classics
3.77,250,129,8,7,22,the last joy,knut hamsun,green integer
3.76,10,149,2,10,28,guilty as charged,scott turow,pocket books
4.2,256,4151,33,1,18,on the shoulders of giants  the great works of physics and astronomy,stephen hawking,penguin books
4.32,352,661,20,9,19,visions of heaven and hell,clive barker,rizzoli
4.18,507,22863,491,10,26,books of blood  volumes one to three  books of blood  1 3 ,clive barker,berkley books
4.03,697,8829,157,11,25,everville  book of the art  2 ,clive barker,harperperennial
4.05,658,25955,518,11,25,the great and secret show  book of the art  1 ,clive barker,harperperennial
4.2,569,12118,292,9,18,abarat  days of magic  nights of war,clive barker,harpercollins
4.42,544,2583,30,5,29,imajica  the reconciliation,clive barker,harpertorch
3.75,594,3942,106,5,27,sacrament,clive barker,harper voyager
3.96,180,6294,111,3,23,the inhuman condition  books of blood   4 ,clive barker,pocket books
4.09,66,941,49,9,23,notebook of a return to the native land,aim  c saire,wesleyan university press
3.86,448,29586,981,2,23,the return of the native,thomas hardy,modern library
3.86,552,44,5,2,18,the return of the native,thomas hardy,w  w  norton   company
3.64,255,3551,33,11,39,silver bullet,stephen king,signet
4.14,503,170797,984,5,32,patriot games  jack ryan   1 ,tom clancy,berkley
3.92,717,339,25,9,23,legends,robert silverberg,tor books
4.17,224,3162,28,7,35,bare bones  conversations on terror with stephen king,tim underwood,warner
3.93,768,1430,42,3,20,four past midnight,stephen king,signet
3.51,332,117178,2678,9,32,gerald's game,stephen king,smithmark publishers
3.83,445,4321,164,9,19,faithful  two diehard boston red sox fans chronicle the historic 2004 season,stewart o'nan,scribner
3.67,277,7852,352,4,23,the diary of ellen rimbauer  my life at rose red,joyce reardon,hyperion
3.7,320,339,21,2,30,now and on earth,jim thompson,vintage
4.17,302,146,13,11,25,tevye's daughters  collected stories of sholom aleichem,sholom aleichem,sholom aleichem family publications
4.26,692,66,6,11,34,favorite tales of sholom aleichem,sholom aleichem,avenel books
4.07,324,2466,107,8,18,brown girl  brownstones,paule marshall,feminist press
4.16,205,37,4,12,36,gimpel the fool  and other stories,isaac bashevis singer,farrar straus giroux
3.88,224,24866,1608,6,19,at the mountains of madness,h p  lovecraft,modern library
4.44,458,486,20,12,39,at the mountains of madness and other novels,h p  lovecraft,arkham house publishers
4.25,184,21719,491,9,33,at the mountains of madness and other tales of terror,h p  lovecraft,del rey books
4.45,170,22,2,6,26,mountain madness  wilderness   24 ,david   robbins,leisure books
4.44,552,29,5,6,22,at the mountains of madness and other novels of terror,h p  lovecraft,voyager
3.84,483,184,21,6,32,the aeneid,virgil,everyman's library
3.84,368,19,2,1,37,the aeneid  verse translation ,virgil,prentice hall scribner macmillan
3.86,542,64,8,9,13,the iliad,homer,collector's library
4.04,121,532,57,3,19,war and the iliad,simone weil,nyrb classics
3.86,95,8,3,9,24,the iliad,homer,kingfisher
3.94,463,15118,318,12,20,trojan odyssey  dirk pitt   17 ,clive cussler,g p  putnam's sons
4.02,388,369,33,8,43,the divine comedy ii  purgatory,dante alighieri,penguin classics
4.07,735,177,10,6,26,the divine comedy,dante alighieri,oxford university press
3.95,400,11566,222,7,62,paradiso  the divine comedy   3 ,dante alighieri,penguin classics
4.49,256,29,2,5,25,modern reader's guide to dante's the divine comedy,joseph gallagher,liguori publications
3.49,489,1050,74,7,54,the canterbury tales,geoffrey chaucer,penguin books
3.95,600,1149,41,8,19,the canterbury tales  fifteen tales and the general prologue,geoffrey chaucer,w  w  norton   company
5.0,336,1,1,6,21,fanning the flame  bible  cross  and mission,chris    green,zondervan
3.78,136,17325,421,10,18,from the earth to the moon  extraordinary voyages   4 ,jules verne,aegypan
3.63,498,28,4,2,19,the mammoth book of new jules verne adventures  return to the center of the earth and other extraordinary voyages  new tales by the heirs of jules verne,mike ashley,running press
3.86,240,107189,2510,4,18,journey to the center of the earth  extraordinary voyages   3 ,jules verne,bantam
3.76,48,563,32,8,20,20 000 leagues under the sea,pauline francis,evans brothers
4.11,723,30022,948,4,20,the mysterious island  extraordinary voyages   12 ,jules verne,modern library
3.64,260,1752,40,3,23,the lighthouse at the end of the world,jules verne,fredonia books  nl 
4.0,85,3,1,11,18,the world of jules verne,gonzague saint bris,helen marx books
3.59,276,199,9,7,21,the end of nana sahib  the steam house  extraordinary voyages   20 ,jules verne,fredonia books  nl 
3.93,236,156,17,6,19,around the world in eighty days,jules verne,signet
3.93,211,778,35,12,21,around the world in eighty days,jules verne,modern library
4.11,630,114,14,12,22,the mysterious island,jules verne,modern library
3.99,300,1956,39,4,21,adrift in the pacific  two years holiday  extraordinary voyages   32 ,jules verne,fredonia books  nl 
3.69,304,551,78,6,18,final payments,mary gordon,anchor
3.68,308,3015,347,1,17,sliver of truth  ridley jones  2 ,lisa unger,shaye areheart books
3.54,352,117,16,3,22,the mothman prophecies,john a  keel,hodder   stoughton
3.99,270,265,26,11,29,intimate communion  awakening your sexual essence,david deida,health communications
3.7,112,113,22,10,24,letter to a man in the fire  does god exist and does he care ,reynolds price,scribner
4.0,368,253,16,11,28,the promise of rest,reynolds price,scribner
3.95,368,213,33,5,22,perfect match,jodi picoult,atria books
3.56,400,1418,55,8,37,demon box,ken kesey,penguin books
3.58,533,2015,105,7,31,sailor song,ken kesey,penguin books
3.86,205,193,10,1,27,on the bus  the complete guide to the legendary trip of ken kesey and the merry pranksters and the birth of counterculture,paul perry,running press
3.63,215,226,3,10,34,the further inquiry,ken kesey,viking books
4.28,32,276426,4975,1,17,goodnight moon,margaret wise brown,harpercollins
3.57,32,198,22,7,17,goodnight moon 123  a counting book  over the moon ,margaret wise brown,harpercollins publishers
3.71,304,5034,305,7,19,new rules  polite musings from a timid observer,bill maher,rodale books
3.11,304,199,28,10,19,true story,bill maher,simon  schuster
3.51,288,189,9,5,27,does anybody have a problem with that  the best of politically incorrect,bill maher,ballantine books
4.09,218,2630,258,3,21,the outsiders,s e  hinton,puffin group
4.17,300,190,20,8,18,outsiders within  writing on transracial adoption,jane jeong trenka,south end press
3.43,192,122,12,1,17,outsiders  vol  5  the good fight,judd winick,dc comics
4.49,190,12105,568,6,40,sister outsider  essays and speeches,audre lorde,crossing press
3.9,441,9317,700,9,21,caramelo,sandra cisneros,vintage
4.41,522,67,7,12,23,selections from homer s iliad,homer,university of oklahoma press
3.8,240,140,8,4,19,the merchant of venice,william shakespeare,penguin classics
4.02,640,2167,30,10,20,nancy drew  girl detective   1 4,carolyn keene,aladdin
3.86,210,8279,179,4,28,nancy's mysterious letter  nancy drew mystery stories   8 ,carolyn keene,applewood books
3.99,210,53304,2118,9,33,the secret of the old clock  nancy drew mystery stories   1 ,carolyn keene,applewood books
3.89,215,4920,95,2,21,the mystery at the moss covered mansion  nancy drew mystery stories   18 ,carolyn keene,applewood books
3.89,228,4249,89,12,23,the mystery of the brass bound trunk  nancy drew mystery stories   17 ,carolyn keene,applewood books
4.08,416,412,42,8,24,the mantle of the prophet  religion and politics in iran,roy mottahedeh,one world  uk 
4.01,464,14233,914,5,23,the greatest generation,tom brokaw,random house trade paperbacks
4.17,336,2979,163,9,23,maverick  the success story behind the world's most unusual workplace,ricardo semler,random house
4.05,304,6783,562,7,20,weekend warriors  sisterhood   1 ,fern michaels,kensington
3.67,266,368,36,4,19,the weekend novelist,robert j  ray,billboard books
3.67,368,31,7,5,18,the week end book,francis meynell,harry n  abrams
3.71,353,7,1,10,21,north carolina weekends,lynn setzer,john f  blair  publisher
3.94,465,324,40,12,23,far from the madding crowd,thomas hardy,modern library
3.96,320,1509,30,12,26,selected poems,thomas hardy,penguin books
3.96,304,9,0,5,25,selected poetry,thomas hardy,oxford university press
4.09,384,2031,79,8,21,underworld  underworld   1 ,greg cox,pocket star books
